Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
74479,8,5,3.33,34616,1637335.303,"66096 Scott Lake Suite 184
Brooksport, CT 91240"
71831,6,9,6.1,39940,1570904.977,"915 Brian Brook
Stephanieton, FL 61769-6794"
75870,6,6,2.24,27606,1002690.899,"43472 Miller Cape Suite 583
Lake Ashley, OR 81912"
75775,7,8,6.32,44509,1814550.901,"2562 Daniel Mission
Tinabury, VT 69713-4029"
75175,7,9,5.16,40179,1677005.14,"USS Ponce
FPO AA 96735-0763"
73689,5,6,4.13,38977,1173201.519,"36687 Madison Mission
Leeside, CO 27911-7089"
53409,6,7,4.02,22523,860346.4707,"591 Sherman Expressway
Josephberg, GA 66016-6908"
59168,4,6,3.46,39496,631712.7238,"7612 Price Knoll
North Tiffanyfort, DC 28501"
69429,6,7,3.11,44822,1330929.472,"3617 Brandon Light
East Ashley, GU 71052-2188"
53365,6,8,5.02,36419,879356.366,"360 Christopher Road
South Garyburgh, DE 52487"
59114,5,6,3.14,40488,635419.3652,"02169 Collins Forge
Hensleyland, NC 12535"
63144,6,7,6.43,33578,1085494.82,"95940 Jason Trafficway
Johnbury, DC 77971-4619"
70957,6,7,2.38,27812,1024601.563,"744 Davis Landing
New Valerieberg, IN 24230"
66197,4,5,4.14,35920,701865.773,"8277 Danielle Estate Suite 526
Lake Rachaelchester, TN 23079-6650"
64497,6,6,3.12,30018,942663.9415,"5807 Freeman Court
North Mary, VT 01837-7658"
80948,7,8,4.41,32518,1838092.102,"PSC 0218, Box 4677
APO AP 39400"
77194,6,7,5.31,19630,1065150.787,"46793 Anthony Spring Suite 061
Williamsview, FM 58758"
58874,6,7,2.11,19773,849566.0855,"480 Mejia Trail Apt. 386
Debrafort, IL 34297-4867"
67123,5,7,3.23,27726,949892.5314,"5096 Bennett Oval Apt. 544
South Josemouth, SD 83663-3413"
71642,6,7,4.03,27727,1294967.411,"282 Frank Freeway
East Michaelside, DE 91260-8323"
74615,5,6,4.31,46070,1033881.135,"933 David Station Suite 518
Tiffanyborough, NJ 59874"
63359,6,7,4.32,38575,1280700.403,"59368 Miller Trafficway Suite 095
Banksview, VT 62470-6977"
68596,7,6,2.09,55324,1388840.174,"9569 Chloe Ports
Lake Stacyshire, NE 25955-2308"
81669,7,8,5.02,28884,1940225.908,"85544 Cox Centers
Davismouth, NE 55867-0973"
80379,7,4,4.12,54143,1586889.995,"5992 Sanders Freeway
Orozcoville, IL 93327-1981"
59195,6,8,3.24,30775,962081.42,"30920 Griffin Club
New Kimberlyfort, TN 88640"
56910,6,8,4.09,36794,1049798.785,"01713 Katherine Court
New Susanside, WI 21196"
66959,5,6,2.27,36043,1040781.795,"580 Maxwell Extensions Suite 388
West Carly, WV 33983"
52267,7,9,3.48,25984,1100380.261,"343 Burns Drives
Kathleenhaven, AL 73693"
38868,7,9,4.22,25432,759044.688,"86840 Jonathon Field
Stevenport, KY 45694-2395"
67466,6,6,4.09,47445,1283764.788,"847 Wesley Vista Suite 668
Butlermouth, IN 29187"
67453,6,6,2.09,49086,1162949.679,"8049 Joseph Ville
Austinshire, OH 39898-5331"
64406,8,8,6.12,42612,1420979.184,"65018 Mcdonald Dam
Hineston, FL 55892"
62486,6,7,3.29,32428,972670.8133,"Unit 2473 Box 7729
DPO AA 36548-9176"
84614,7,7,4.18,43481,1804243.86,"0559 Bryan Plains
Christinaburgh, KY 52933"
69616,5,7,6.38,14477,836883.5653,"9086 Sarah Pass Apt. 676
Padillamouth, AK 72972-4551"
68174,5,7,3.16,57700,1294647.589,"647 Michael Cliff Suite 122
Evanschester, NY 62341"
80431,5,6,4.05,34616,1300479.133,"35149 Dawson Valley
West Juliehaven, GU 84851-7166"
66099,6,7,2.13,28434,1040376.995,"USCGC Guzman
FPO AE 96158-4679"
63866,6,6,2.02,33289,1193253.801,"531 Peck Park
North Johnport, MA 11372"
76961,5,7,3.21,55376,1618127.607,"46521 Williams Mall
West Richard, OK 68233"
75596,5,7,3.4,30177,1113856.543,"61875 Sheila Branch Apt. 296
Stephanieshire, NY 63229-2478"
68214,7,8,5.29,37312,1706291.991,"2079 Little Flats Suite 920
East Stevenville, MA 36496"
50882,5,5,3.22,35777,658644.617,"294 Angela Common
Laurieshire, ME 68533-3663"
63781,7,8,5.02,35056,1168993.738,"940 Jones Roads Apt. 703
Ericport, CA 59316"
73193,5,5,4.08,35708,1123209.855,"26579 Janice Club
New Steven, VI 56204-3194"
73876,5,6,2.09,34332,915818.4531,"332 Cabrera Shoal Apt. 452
New John, WI 34660"
76403,5,6,3.24,30636,1134142.916,"USS Nixon
FPO AE 74737-2918"
76222,6,8,3.16,30324,1589765.497,"6557 David Corners Apt. 844
Cooperfurt, FL 23835-5841"
53630,3,7,3.06,43359,552585.3541,"42201 Brandon Brooks
East Justin, MT 68266"
70489,7,7,6.33,38326,1352917.177,"2412 Terrence Stream Apt. 340
East Juanland, AZ 60790"
76149,3,7,4.31,30533,1043281.29,"106 Scott Plain
North Audrey, AZ 04363-0913"
63748,6,9,6.21,47926,1589431.171,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937"
73038,7,7,4.47,32509,1348883.321,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300"
76993,7,6,4.46,24874,1212440.29,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231"
89511,6,8,6.48,29766,1580727.45,"10694 Amanda Orchard
Cassandraport, WI 70523"
70438,6,7,3.2,29991,1215288.49,"729 Singh Drives Suite 258
Roberttown, KS 39950"
64345,6,7,3.18,48621,1391788.849,"119 Thompson Place
Christinaton, DE 48205"
65901,6,8,6.35,32810,1127248.61,"Unit 5691 Box 8533
DPO AE 09658"
58858,7,7,5.24,23979,1234609.739,"USS Brown
FPO AE 78902-0715"
59717,5,4,2.01,49859,936234.3476,"73567 Daniel Ville Apt. 562
Vanessamouth, MP 12924-0251"
89113,7,8,3.46,29673,1852338.469,"2948 Andrews Cliffs Apt. 191
Jessicaview, GU 74128"
85523,6,9,4.37,49258,2009937.703,"494 Kathleen Route Apt. 078
East Tracichester, FM 41408"
50005,8,6,4.48,32615,828127.0276,"41386 Casey Mission Apt. 524
Leslieport, WY 14692"
71491,6,9,3.41,42632,1661119.501,"441 Bell Roads
Howardfurt, MN 15904"
65609,8,7,3.15,28774,1295901.454,"1039 Danielle Overpass Apt. 032
Smithville, SC 96125-9024"
65431,5,8,6.43,23365,989643.0314,"112 Jennifer Locks Suite 881
West Mark, VA 43382-8111"
81910,9,7,2,30778,1788515.818,"183 Brendan Trace Suite 990
Millerside, FL 28725"
82514,7,8,5.09,32252,1814855.155,"Unit 6643 Box 2423
DPO AA 82069"
72765,6,8,5.07,19596,1170705.166,"4903 Burgess Square
New Julie, NY 69102"
55289,6,8,6.41,31145,1090788.981,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403"
59420,5,6,2.25,20691,440585.0294,"6441 Devin Cape Suite 400
East Donald, LA 54008"
59043,7,6,4.5,33182,1029439.234,"85315 Jason Junctions
Katherinestad, MH 96677-4715"
76651,3,7,6.08,36334,828120.955,"911 Bean Spurs
New John, MO 60974"
59913,7,6,2.02,38093,985283.8816,"9936 April Plain
South Robert, AR 47420-4991"
69544,5,6,4.29,27072,879062.5907,"2114 James Oval Apt. 035
Bryanburgh, AR 85968"
56588,5,5,4.32,38132,609402.7753,"1214 Dennis Skyway
East Pamelastad, HI 95893"
66270,7,8,3.26,18115,1168859.117,"13878 Lori Points
Butlerberg, AZ 93348-9767"
74891,7,7,2.3,25334,1307506.565,"186 Bradley Locks Suite 428
Mccannview, IL 91770"
71054,7,7,6.48,29359,1357250.571,"096 Thompson Land Apt. 282
Gutierrezside, MH 02278"
60721,6,7,4.2,29979,1181630.625,"793 Landry Mountain
South Shannon, PA 26333"
70204,6,6,4.11,38773,1294615.008,"035 Murray Greens Suite 071
North Richardstad, ND 69006-6808"
62347,4,7,5.42,37499,911656.1053,"953 Owens Brook
West Jonathan, AZ 20829"
73689,6,8,3.42,30995,1149327.656,"USNS Smith
FPO AA 61423-8670"
45685,5,8,5.02,30346,867714.3838,"708 Murray Motorway Suite 993
Adamhaven, FL 90718"
70689,6,6,3.29,21350,973068.557,"PSC 7179, Box 6714
APO AA 57159"
74511,6,8,5.19,9579,1084408.44,"0543 Michele Spring
Gouldville, ND 34180-6287"
98468,7,7,3.05,50676,2275455.306,"USNV Hoffman
FPO AA 45311-5701"
69275,6,6,2.5,40145,1233205.196,"31046 Aaron Ways
Bryantown, AL 26462"
65970,7,8,4.09,61773,1906024.636,"6609 Andrew Extension
Emilyland, MP 55694"
65898,6,7,3.01,49668,1412626.519,"474 Mckinney Underpass
Lake Andreaview, CA 16833"
72111,7,7,5.33,23412,1208761.056,"952 Richard Spring Apt. 574
Moniquemouth, WA 18628"
82070,5,6,2.38,47005,1710924.367,"547 Ashley Knoll Apt. 840
North Veronica, LA 13077-7129"
47423,6,5,2.16,42771,750119.7266,"08059 Bailey Fort
Sandovalland, NJ 68704"
71714,6,8,6.15,26861,1361828.848,"5672 Barton Port
Gonzalesborough, PR 77884"
42348,7,8,6.41,33610,904785.1632,"329 Duke Rest
South Juanport, GU 60058"
61393,4,8,6.33,44259,980141.2191,"PSC 0015, Box 2446
APO AP 94869-0746"
63784,6,6,2,32620,798254.2245,"2277 Cody Island
Lake Frank, NJ 80726-0483"
59803,7,7,4.05,30788,1026505.821,"5262 Dean Divide
Billyland, FL 74609"
92201,5,6,4.03,45452,1692335.964,"4931 Kristin Cape
Christineburgh, ND 06300"
75967,6,6,2.32,38897,1405505.244,"6395 Bruce Passage
New Michelle, AL 72494"
61300,6,7,3.35,33923,946182.0502,"1174 Jessica Mill Apt. 360
Port Mariafort, NV 90740"
77695,7,6,2.34,42123,1723775.014,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127"
66764,5,9,6.18,28467,1238406.19,"0748 Richard Lodge
East Mary, NM 61589-8091"
56734,7,8,6.45,35453,1317160.403,"243 Singh Course
Hodgeston, WA 03755"
66138,5,7,4.42,40676,1155752.745,"02787 Arthur Plain
Wernerbury, IL 60921"
48747,6,9,5.49,31267,1040086.664,"8172 West Gardens
Kevinshire, MD 69882"
73101,5,7,6.32,39998,1266947.264,"92604 Mcintyre Ridge
East Kelseyport, DE 66874-2943"
69249,6,7,3.5,57771,1422230.96,"1500 Brandon Green
South Julia, NM 84899"
49826,6,8,6.15,46400,1224778.623,"4405 Smith Harbor
Port Margaret, GU 67322"
67557,6,6,2.49,18469,973096.3582,"2713 Flynn Port
Bentleyshire, IN 06799-9053"
59048,5,8,3.36,26365,512252.8035,"0585 Lee Park Suite 358
Dannyland, DE 84315-4350"
60889,6,6,3.47,32998,906419.3179,"4199 Jasmine Burg
Deannafort, AL 94097-4514"
75409,5,7,3.32,33413,1114667.249,"771 Donna Ports
Davidville, NE 67388"
60770,7,7,2.07,38047,1278365.767,"1529 Mary Flats
East Amberberg, NY 70047-7365"
92107,6,7,4.1,32483,1720670.877,"50504 Mary Neck Suite 023
Johnberg, CO 27193-0079"
77257,6,7,4.35,31887,1534295.195,"737 Regina View Apt. 523
South Markberg, NE 49825"
69072,6,7,3.12,32107,1066040.789,"21685 Jake Pike
Geneshire, GU 25597-6641"
79818,6,8,5.41,31766,1428399.002,"PSC 3949, Box 6921
APO AE 76349"
85173,4,6,2.17,26018,855423.984,"422 Louis Road Suite 452
Heathermouth, VA 53491-4837"
63765,5,6,2.2,44864,853084.1522,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635"
71028,4,7,2.5,43923,934610.3953,"3757 Price Rue
East Colin, MD 62622-8672"
82681,6,8,3.4,30055,1571781.593,"Unit 5870 Box 7773
DPO AA 32148"
49436,7,6,3.34,43442,927163.8119,"289 Becky Flats Apt. 257
West Kara, IL 19071-5078"
69140,7,7,4.49,29684,1227568.958,"458 David Gardens
South Russellside, MN 47598"
52642,4,7,4.46,50133,671802.0395,"39214 Jason Street
East Danielle, NY 02125"
88346,7,6,3.06,41216,1705918.18,"46067 Diane Shoal Suite 965
Lake Mark, VT 89656-1372"
70559,6,8,5.43,24867,1198915.943,"340 Savannah Rapid Apt. 911
New Chelseaville, SD 39482"
55243,6,8,4.29,48813,1230097.451,"USNS Martinez
FPO AP 84604"
50803,7,7,4.18,23726,764635.9979,"181 Peterson Vista
Gonzalezview, WY 90756-4263"
79701,6,9,6.38,31349,1553854.434,"429 Leslie Circle Apt. 738
Brookefort, OH 61661-9485"
68400,6,7,3.2,51989,1451930.631,"5116 Diamond Port Apt. 805
Petersonview, MT 95861"
59107,7,6,2.29,37556,1063491.81,"03274 Matthews Summit
North Lisa, AZ 80100-6646"
71650,7,7,4.03,33925,1226180.768,"0927 Sharon Island Apt. 806
Shannonfurt, IA 29955"
51168,8,7,3.1,30369,1220987.002,"041 Amanda Port
West Davidfurt, NE 83057-8557"
82635,6,7,6.48,33770,1480227.547,"4163 Brooke Village
Jonathanmouth, OK 18359"
76126,7,5,4.48,51055,1641873.966,"41652 Derek Islands Apt. 144
South Andrew, VT 91988"
83320,6,6,3.03,31553,1262963.861,"81551 Carla Drives
West Kaylastad, WY 42793-0307"
85469,5,7,5.43,46506,1444572.971,"30334 Maria Port Apt. 948
Averyshire, MS 98224"
81666,6,6,4.35,34754,1358983.47,"140 Castaneda Hills Suite 975
East Bethany, AR 46807-8183"
74385,4,6,2.07,20951,635530.8449,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852"
86818,6,6,3.11,41440,1670183.168,"94173 Garcia Underpass Suite 047
South Richard, NJ 83173-9962"
63912,6,7,2.43,15576,841236.1676,"18224 Michael Island Suite 910
Port Danielburgh, AZ 34355"
84096,6,8,3.11,21331,1581865.559,"757 Daniel Fort
South Lori, NV 10326-1054"
58435,7,8,3.02,61206,1841495.508,"6511 Stacy Inlet Apt. 152
Kennethstad, PR 56385"
78230,6,6,4.16,60747,1891398.256,"744 Collins Extensions
Nicholasborough, MS 76961"
78160,7,8,5.43,39985,1832230.093,"49501 John Rapids
Buckborough, ID 73832"
72758,4,8,6.35,39088,1062095.468,"8954 Jenkins Isle
North Douglasfort, MO 52507"
48125,7,6,4.42,40091,970044.6656,"85920 Freeman Inlet Apt. 313
Robertsonstad, MI 36075-5741"
76883,7,7,3.04,26263,1528900.856,"549 Mccoy Forges Apt. 808
Rojasside, KY 46664"
69266,6,7,3.4,37181,1107159.781,"3505 Daniel Landing
Ariasland, SD 52630-5212"
71445,6,8,3.1,24319,1300031.23,"76586 Richard Lodge Apt. 408
Chandlerport, TX 40049"
77468,6,6,4.26,43629,1547737.002,"6234 Anderson Drives
North Madelineland, MN 85905-7927"
78578,3,8,4.19,35400,1248741.865,"72180 Valenzuela Rest
Robertsfort, VA 90251-7664"
58909,6,8,6.38,40866,1205568.367,"USS Ellis
FPO AA 53370-1758"
67271,5,7,4.5,33036,993637.0897,"USNS Gates
FPO AP 00484"
76908,6,8,4.4,51630,1813856.314,"765 John Falls Apt. 380
South Kathrynshire, IN 61674-7121"
81272,7,7,3.33,44406,1822438.42,"0479 Todd Prairie
New Kimberlybury, MH 04334"
72827,5,9,5.32,14931,1166925.146,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578"
69396,5,6,4.17,34932,952439.6622,"791 Kim Row Apt. 381
East Jacobmouth, FM 47798"
75300,8,5,3.01,34129,1659100.124,"18940 Davis Point Suite 046
Melissahaven, LA 78621"
75259,7,6,4.32,37246,1181995.431,"2796 Anne Drive
North Kristinberg, AZ 79448"
71323,6,6,2.47,25949,1124042.948,"514 Soto Plain Apt. 353
Sarabury, IL 71896"
64430,6,7,3.31,39056,1219637.367,"42781 Herrera Court Apt. 072
North Ian, GU 91772-9544"
63798,6,7,4.38,26095,867082.8428,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135"
70333,6,7,4.05,44796,1385978.984,"PSC 1222, Box 3820
APO AP 48458"
49345,6,8,5.04,15114,725040.896,"2178 Kelli Estate Suite 805
South Nicholaschester, NY 47584-5955"
56074,7,7,4.4,64150,1409762.119,"95985 West Expressway Apt. 355
Edwardsstad, KS 99645"
68419,6,8,6.08,30464,1036704.691,"030 Curtis Summit
North Rebecca, MP 93095-5357"
69654,4,8,3.48,27023,717273.1853,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423"
96901,5,8,4.1,32825,1642478.736,"8054 Smith Underpass
Lake Brian, ID 44748-2012"
49160,5,8,6.13,28383,585440.4314,"927 Robert Isle Suite 381
New Karen, MD 94991-2002"
48498,5,9,3.04,30750,602209.575,"944 Emily Keys Apt. 888
New Markshire, CA 98115"
73113,7,7,2.41,32127,1340227.277,"833 Price Wells Apt. 828
Port Timothy, MS 28892-5598"
57191,6,8,4.19,45341,1430051.088,"948 Rush Row Apt. 811
West Brian, IN 80835-6955"
67776,5,8,3.17,38346,1101120.259,"8601 Tyler Shore Suite 395
Hoopermouth, OR 94949-4346"
52599,7,8,3.03,31590,897223.4347,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913"
66656,6,7,4.35,36143,1409318.577,"900 Chase Mission
North Lisa, NY 95640-6024"
64635,5,8,3.38,37867,1226067.314,"9657 Russell Fords Apt. 246
Kennedymouth, CO 46084-1358"
87272,5,7,5.39,7522,910099.644,"20887 Kevin Estates
Amandamouth, LA 65867-3535"
77223,6,7,3.49,36454,1492009.563,"9753 Benjamin Extensions
Edwinberg, DC 77337"
74420,7,7,2.42,40251,1555806.042,"2856 Frank Pine
East Johnhaven, WV 12578-5561"
73612,5,8,4.23,38294,1487855.538,"827 Christina Divide
New Tanya, MO 26789-8710"
63320,6,8,3.44,22076,995144.1066,"4178 Jeffery Turnpike Suite 589
West Matthewburgh, MI 73155"
82383,7,5,4.36,28615,1151006.078,"403 Christina Point Suite 032
Christopherbury, VA 89556-8621"
93876,6,7,6.1,29097,1760880.448,"533 Marcus Isle
Port Andrewland, OH 79835"
62718,6,6,2.01,38536,1067000.349,"5750 Ford Extension
Stacyhaven, CT 82973-2072"
84366,4,7,6.12,48150,1430796.763,"1896 Jenkins Rue Apt. 467
Kylehaven, RI 92088"
77209,5,7,2.08,28550,981753.2384,"02802 Hahn Causeway
Lake Melissa, DC 18071-0272"
77177,4,6,3.1,52057,1102516.584,"4491 Giles Corners Suite 728
Mooreview, NJ 52329-7519"
80771,6,6,4.33,31518,1334377.307,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823"
72915,5,7,5.06,42030,1395218.58,"4499 Tammy Pine
West Craig, MI 65307"
64827,6,7,3.29,36343,1227167.408,"3176 Mary Pass
Port Stephanieberg, ND 56793"
79575,5,6,2.11,43679,1315568.164,"978 Robles Knolls
Brewerborough, PW 55563-5751"
75302,6,8,6.4,33424,1643338.993,"219 Travis Avenue
Bushhaven, ME 65662"
76943,5,9,6.45,28718,1354417.563,"94779 Brenda Knoll Suite 885
Dunnmouth, MS 94475-9810"
70628,6,5,4.16,41602,1273868.064,"6892 Wallace Run Apt. 814
South Donshire, MD 97169"
65082,5,9,5.14,37594,1343824.215,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118"
72752,5,6,2.03,29034,692229.4655,"USNV Clark
FPO AA 65570-1981"
72100,6,6,3.41,36902,1411054.317,"636 Smith Greens
Alexland, AK 05521"
51748,7,6,4.41,29750,832475.189,"908 Cruz Mill
Blanchardmouth, PA 23824"
56816,7,5,2.01,35516,1076334.103,"6142 Escobar Harbor Suite 967
Michaelview, AS 63065-8757"
60584,7,7,3.44,46636,1309829.936,"543 Sara Garden
Crystalshire, NE 46964-3440"
80239,5,7,3.22,34271,1130844.029,"9419 Sanders Loaf Apt. 390
South Davidchester, MP 66624-2587"
60063,4,7,3.24,45348,784503.3579,"0612 Erin Fort Apt. 991
Davidton, RI 02859"
76340,5,8,3.32,45735,1378399.109,"99129 Kevin Hollow
Donnamouth, UT 61678-5704"
60319,7,7,4.38,33338,983537.5108,"388 Wilkerson Mills Suite 408
Leeberg, RI 43961-2060"
91084,6,7,5.47,41735,1737981.53,"9790 Laura Trafficway Suite 464
Alexisside, LA 24093"
73328,5,7,5.28,41379,1314359.454,"058 Anthony Port
Christopherstad, SC 07665-9037"
54237,6,8,3.27,65858,1372969.311,"20665 David Well
Phillipsshire, WV 17695"
54727,6,7,4.41,38583,998855.5799,"18815 Denise Heights
Port Matthew, TX 85582"
61247,6,7,2.04,61076,1473540.76,"21942 Robert Ranch Suite 773
Port Sonia, MO 99587-6354"
74552,7,8,6.18,44843,1816217.007,"9875 Moore View Apt. 474
New Joseph, MH 70496"
56962,6,6,3.16,43182,1127082.199,"0743 Reed Lakes Suite 463
Vincentfurt, MS 65562-5283"
59666,7,7,3.14,48129,1427832.121,"USNS Dyer
FPO AP 88305-9187"
72354,5,8,6.06,15395,959243.6084,"912 Donna Junctions
Vaughanview, OR 53056"
55102,5,9,5.32,41219,1202452.728,"584 Grant Knoll
Tracyville, MS 25650"
62472,7,8,6.48,37619,1463442.908,"630 Holmes Forest Suite 327
Andersontown, CO 15518-2545"
79021,4,6,2.02,34405,1120851.519,"46937 Turner Skyway Suite 520
Deanstad, AK 34864"
56403,3,8,5.23,29690,696467.1699,"97355 James Tunnel
Salinasstad, VT 17324-5801"
61056,4,8,5.03,18607,631656.4746,"47560 Nichols Corners
Onealmouth, DC 36119"
55558,7,7,6.11,56250,1366988.235,"0259 Adams Lodge Apt. 351
Sheriberg, HI 10612-0102"
89761,6,7,6.06,54061,1919053.527,"25908 Jennifer Views Apt. 583
East Nicholasburgh, MI 59539"
55530,7,9,4.05,45008,1460341.011,"10469 Stacey Plaza Suite 263
Arnoldshire, AZ 57893-5832"
75534,5,7,6.46,27731,935488.6065,"43020 Owens Glen Apt. 024
Marychester, SC 97268"
73266,5,6,4.12,30667,896246.1462,"925 Valenzuela Cliff Apt. 431
East Adrian, MT 52071-0639"
61612,6,7,3.34,18948,894203.5715,"066 Eric Stream
East Ashley, MA 15550-6377"
66791,6,7,6.22,47064,1353729.533,"39369 Beck Curve Suite 178
Kimberg, VT 29232"
69605,5,8,4.34,41786,1496177.416,"88372 Oneal Inlet Apt. 473
New Brandonfort, DC 34662-5333"
43242,6,7,2.39,29479,629657.6133,"860 Graham Meadows Suite 412
East Kristenburgh, UT 74487"
51511,6,7,4.45,31773,549167.9399,"06398 Adrian Forge Suite 341
North Charleschester, IA 99755"
80315,7,5,3.45,39734,1737582.283,"17480 Joshua Spring Suite 624
Port Mary, CO 02102"
65483,8,7,4.05,33303,1247281.698,"8362 Hudson Village Apt. 954
Goodmanbury, OH 71913"
92736,6,7,4.36,47376,1779898.996,"8049 Michele Gardens Suite 331
Michaelview, UT 38230-9272"
62678,5,6,3.45,44965,1032663.003,"89517 Troy Viaduct Suite 715
Port James, LA 69221-4243"
86584,6,7,5.16,45514,1815809.621,"583 Turner Harbor
Port Nicole, TX 75903-5950"
62370,7,7,2.24,47225,1387114.42,"107 Mcdonald Islands
West Tony, NY 69365"
55625,7,7,3.18,45644,1262012.926,"3924 Carter Mission
West Julie, PA 05439-6091"
63422,8,9,3.09,11511,1432318.47,"6295 Felicia Squares
Lake Natashashire, NE 10973"
77521,6,7,5.43,32625,1501622.125,"09839 Jonathan Harbor
Stevenside, IL 72187"
73370,6,6,4.42,47741,1275676.981,"066 Harding Parkways Apt. 630
Port Maureenton, AK 70008-1762"
82769,7,7,4.2,23581,1476989.184,"5989 Garner Crossroad
Russomouth, AR 83930"
68368,6,7,5.13,22033,796289.3069,"652 Watson Path Suite 152
Melindabury, OK 63979-5988"
67042,6,5,3.39,15633,707345.0624,"71769 Sutton Club Suite 330
Clinefurt, HI 85853-2402"
55507,7,8,6.22,44669,1318231.418,"93686 Moore Manors Apt. 987
Tiffanyfort, FM 47355"
43795,6,8,6.5,48114,1020861.337,"36191 Gregory Estates Apt. 886
West Karen, MH 34042"
67755,5,8,5.23,51906,1527691.701,"9235 Russell Mount
East Patrickborough, KY 41599"
78088,5,8,3.33,33390,1536234.709,"2399 Beth Parkways
Michellefort, KS 95918"
67909,8,7,4.03,36742,1482123.625,"57071 Craig Radial Apt. 853
Cookfurt, ID 84624"
51967,6,7,5.1,21454,657169.3042,"USNS Johnson
FPO AP 84758-0245"
81707,5,7,4.49,37969,1390200.224,"PSC 1698, Box 7149
APO AA 62613"
59866,5,6,4.21,30905,613788.322,"3823 Fischer Fork
Port Joshua, ND 21648"
61545,3,8,3.01,30699,677772.3453,"687 Leslie Mall
North Jayhaven, LA 83023"
80229,5,9,3.29,27255,1535946.643,"PSC 7102, Box 1708
APO AA 74372-2883"
60865,5,6,4.46,43351,990004.7306,"107 Chelsea Mountains
Lopezmouth, OR 00850"
59867,6,6,4.16,32065,1039380.722,"179 Larsen Oval
New Matthew, DC 48602-6064"
64770,4,8,4.16,43511,1107286.973,"135 Acosta Isle
West Judith, IN 13641"
89286,5,7,2.45,26177,1340909.799,"8654 Benjamin Harbors Suite 759
South Jenniferland, KY 77429-0386"
83373,7,7,5.36,25663,1335883.831,"622 Justin Valley
Duncanside, MI 86995-3102"
59279,6,9,3.16,12352,1015010.538,"47608 Becky Shores Apt. 271
Fernandezshire, AK 19986-5072"
71233,4,6,2.07,31089,676979.7154,"9450 Smith Path Suite 035
Chapmanburgh, NM 22261-2035"
72103,6,6,2.38,41409,1110114.22,"24297 Perez Pine
Brendatown, AZ 78809-0999"
80528,6,9,5.3,37717,1641030.478,"8286 Jennifer Prairie
Lake Georgemouth, OH 74433"
54051,5,8,3.21,27822,914378.3344,"PSC 6223, Box 3745
APO AA 82126"
66465,6,7,6.21,41130,1258563.859,"4440 Dennis Green Apt. 666
Barryport, CT 36310-7179"
70086,4,7,5.22,51447,1440909.001,"414 Todd Springs
Port Shannon, AS 60277"
